8500	50,0284	49,5545	32,8832	32,389	27,5112	25,0156
8500,5	50,0494	49,5803	32,9073	32,389	27,5112	25,0156
8501	50,0494	49,5803	32,9073	32,3755	27,5286	25,0201
8501,5	50,0616	49,5713	32,9073	32,3755	27,5286	25,0201
8502	50,0616	49,5713	32,897	32,3676	27,5387	25,0227
8502,5	50,0687	49,5713	32,897	32,3676	27,5387	25,0227
8503	50,0687	49,5902	32,891	32,363	27,5201	25,0227
8503,5	50,0972	49,5902	32,891	32,363	27,5201	25,0243
8504	50,0972	49,5769	32,8875	32,3848	27,5339	25,0243
8504,5	50,0972	49,5769	32,8875	32,3848	27,5339	25,0252
8505	50,0894	49,5934	32,8855	32,3848	27,5339	25,0252
8505,5	50,0894	49,5934	32,8855	32,373	27,4928	25,0257
8506	50,109	49,6031	32,8855	32,373	27,4928	25,0257
8506,5	50,109	49,6031	32,8843	32,3905	27,4934	25,026
8507	50,1205	49,6031	32,8843	32,3905	27,4934	25,026
8507,5	50,1205	49,6087	32,8836	32,4007	27,4692	25,026
8508	50,1205	49,6087	32,8836	32,4007	27,4692	25,0507
8508,5	50,1271	49,5878	32,8832	32,3823	27,4796	25,0507
8509	50,1271	49,5878	32,8832	32,3823	27,4796	25,0406
8509,5	50,1315	49,5742	32,8832	32,3823	27,4796	25,0406
8510	50,1315	49,5742	32,883	32,3976	27,4864	25,0339
8510,5	50,1094	49,5742	32,883	32,3976	27,4864	25,0339
8511	50,1094	49,5918	32,9072	32,3804	27,4652	25,0339
8511,5	50,1094	49,5918	32,9072	32,3804	27,4652	25,0063
8512	50,1207	49,6021	32,9214	32,3705	27,4652	25,0063
8512,5	50,1207	49,6021	32,9214	32,3705	27,4773	25,0147
8513	50,1272	49,6322	32,9052	32,389	27,4773	25,0147
8513,5	50,1272	49,6322	32,9052	32,389	27,4843	25,0441
8514	50,1311	49,6256	32,8957	32,389	27,4843	25,0441
8514,5	50,1311	49,6256	32,8957	32,3999	27,4885	25,0367
8515	50,1576	49,6459	32,8957	32,3999	27,4885	25,0367
8515,5	50,1576	49,6459	32,8903	32,3818	27,5153	25,0569
8516	50,1728	49,6459	32,8903	32,3818	27,5153	25,0569
8516,5	50,1728	49,6336	32,9115	32,3713	27,5065	25,0569
8517	50,1728	49,6336	32,9115	32,3713	27,5065	25,0196
8517,5	50,1335	49,6506	32,8995	32,3895	27,5014	25,0196
8518	50,1335	49,6506	32,8995	32,3895	27,5014	25,0225
8518,5	50,1347	49,6605	32,8924	32,3757	27,5014	25,0225
8519	50,1347	49,6605	32,8924	32,3757	27,4984	24,9996
8519,5	50,1354	49,6421	32,8924	32,3757	27,4984	24,9996
8520	50,1354	49,6421	32,9152	32,3941	27,5239	24,9996
8520,5	50,1354	49,6421	32,9152	32,3941	27,5239	25,0121
8521	50,1359	49,6571	32,926	32,3941	27,5239	25,0121
8521,5	50,1359	49,6571	32,926	32,4028	27,536	24,9935
8522	50,112	49,6643	32,9079	32,4028	27,536	24,9935
8522,5	50,112	49,6643	32,9079	32,4079	27,543	25,0318
8523	50,0981	49,6684	32,9079	32,4079	27,543	25,0318
8523,5	50,0981	49,6684	32,8974	32,3865	27,5226	25,0295
8524	50,1141	49,6684	32,8974	32,3865	27,5226	25,0295
8524,5	50,1141	49,6468	32,9156	32,423	27,486	25,0295
8525	50,1235	49,6468	32,9156	32,423	27,486	25,0035
8525,5	50,1235	49,6583	32,9018	32,4197	27,5139	25,0035
8526	50,1235	49,6583	32,9018	32,4197	27,5139	25,0131
8526,5	50,1048	49,6409	32,9182	32,4177	27,5139	25,0131
8527	50,1048	49,6409	32,9182	32,4177	27,5057	25,0432
8527,5	50,118	49,6307	32,9277	32,4177	27,5057	25,0432
8528	50,118	49,6307	32,9277	32,441	27,5009	25,0362
8528,5	50,1257	49,6489	32,9333	32,441	27,5009	25,0362
8529	50,1257	49,6489	32,9333	32,4301	27,4981	25,0321
8529,5	50,106	49,6595	32,9333	32,4301	27,4981	25,0321
8530	50,106	49,6595	32,9366	32,4238	27,5012	25,0321
8530,5	50,106	49,6595	32,9366	32,4238	27,5012	25,0343
8531	50,0981	49,6982	32,9436	32,4238	27,5012	25,0343
8531,5	50,0981	49,6982	32,9436	32,4246	27,5026	25,0354
8532	50,1425	49,6925	32,9225	32,4246	27,5026	25,0354
8532,5	50,1425	49,6925	32,9225	32,4493	27,5035	25,036
8533	50,1442	49,6892	32,9225	32,4493	27,5035	25,036
8533,5	50,1442	49,6892	32,9102	32,4638	27,504	25,0364
8534	50,1694	49,6892	32,9102	32,4638	27,504	25,0364
8534,5	50,1694	49,6873	32,9519	32,4478	27,4798	25,0364
8535	50,1694	49,6873	32,9519	32,4478	27,4798	25,0366
8535,5	50,1599	49,6619	32,9517	32,4384	27,4902	25,0366
8536	50,1599	49,6619	32,9517	32,4384	27,4902	25,0367
8536,5	50,1303	49,6472	32,9517	32,4086	27,4902	25,0367
8537	50,1303	49,6472	32,9517	32,4086	27,4963	25,0123
8537,5	50,1612	49,6628	32,9516	32,4086	27,4963	25,0123
8538	50,1612	49,6628	32,9516	32,44	27,5243	25,0471
8538,5	50,1311	49,6719	32,9516	32,44	27,5243	25,0471
8539	50,1311	49,6719	32,9516	32,4339	27,5406	25,0471
8539,5	50,1311	49,6719	32,9516	32,4339	27,5406	25,0183
8540	50,1135	49,6531	32,976	32,4304	27,5406	25,0183
8540,5	50,1135	49,6531	32,976	32,4304	27,5256	25,0506
8541	50,102	49,6408	32,976	32,4304	27,5256	25,0506
8541,5	50,102	49,6408	32,9645	32,4281	27,5158	25,0442
8542	50,0966	49,6408	32,9645	32,4281	27,5158	25,0442
8542,5	50,0966	49,635	32,9835	32,427	27,5112	25,0442
8543	50,0966	49,635	32,9835	32,427	27,5112	25,0412
8543,5	50,1175	49,6316	32,9946	32,4507	27,5112	25,0412
8544	50,1175	49,6316	32,9946	32,4507	27,5085	25,0394
8544,5	50,1056	49,6537	33,001	32,4646	27,5085	25,0394
8545	50,1056	49,6537	33,001	32,4646	27,5314	25,0138
8545,5	50,0987	49,6666	32,9804	32,4646	27,5314	25,0138
8546	50,0987	49,6666	32,9804	32,497	27,5202	25,0235
8546,5	50,0946	49,6741	32,9804	32,497	27,5202	25,0235
8547	50,0946	49,6741	32,9928	32,4915	27,5137	25,0536
8547,5	50,0922	49,6785	32,9928	32,4915	27,5137	25,0536
8548	50,0922	49,6785	33,0244	32,4883	27,5344	25,0221
8548,5	50,0909	49,6785	33,0244	32,4883	27,5344	25,0221
8549	50,0909	49,6569	32,994	32,4865	27,5465	25,0221
8549,5	50,0909	49,6569	32,994	32,4865	27,5465	25,0283
8550	50,066	49,6444	33,0007	32,4854	27,5465	25,0283
8550,5	50,066	49,6444	33,0007	32,4854	27,5535	25,0564
8551	50,0515	49,6129	33,0007	32,4854	27,5535	25,0564
8551,5	50,0515	49,6129	33,0099	32,4623	27,563	25,0564
8552	50,0515	49,6129	33,0099	32,4623	27,563	25,0522
8552,5	50,0468	49,6242	33,0143	32,4757	27,563	25,0522
8553	50,0468	49,6242	33,0143	32,4757	27,5676	25,0502
8553,5	50,0687	49,6055	33,0169	32,4757	27,5676	25,0502
8554	50,0687	49,6055	33,0169	32,5079	27,5212	25,049
8554,5	50,0815	49,6187	33,0169	32,5079	27,5212	25,049
8555	50,0815	49,6187	33,0183	32,5266	27,5187	25,0238
8555,5	50,0648	49,6187	33,0183	32,5266	27,5187	25,0238
8556	50,0648	49,6264	33,0192	32,5132	27,5417	25,0238
8556,5	50,0648	49,6264	33,0192	32,5132	27,5417	25,0337
8557	50,0792	49,6309	33,0197	32,5053	27,5306	25,0337
8557,5	50,0792	49,6309	33,0197	32,5053	27,5306	25,0147
8558	50,0876	49,6094	33,02	32,5007	27,5306	25,0147
8558,5	50,0876	49,6094	33,02	32,5007	27,5241	25,0284
8559	50,0443	49,621	33,0202	32,5007	27,5241	25,0284
8559,5	50,0443	49,621	33,0202	32,4981	27,5449	25,0118
8560	50,0431	49,6036	33,0202	32,4981	27,5449	25,0118
8560,5	50,0431	49,6036	33,0203	32,5209	27,5325	25,0118
8561	50,0431	49,6036	33,0203	32,5209	27,5325	25,0266
8561,5	50,0184	49,5694	33,0204	32,5098	27,5325	25,0266
8562	50,0184	49,5694	33,0204	32,5098	27,5244	25,0089
8562,5	50,0292	49,574	33,0204	32,5098	27,5244	25,0089
8563	50,0292	49,574	33,0204	32,5299	27,545	25,0495
8563,5	50,0102	49,5763	33,0204	32,5299	27,545	25,0495
8564	50,0102	49,5763	33,0204	32,5151	27,5326	25,0486
8564,5	50,0233	49,5763	33,0204	32,5151	27,5326	25,0486
8565	50,0233	49,5775	33,0448	32,5064	27,5253	25,0486
8565,5	50,0233	49,5775	33,0448	32,5064	27,5253	25,0236
8566	50,055	49,5783	33,0346	32,5258	27,5456	25,0236
