4216	69,9772	69,5097	49,5012	50,182	31,5941	23,028
4216,5	69,9772	69,5097	49,5012	50,1742	31,5819	23,0383
4217	69,9969	69,5089	49,5012	50,1742	31,5819	23,0383
4217,5	69,9969	69,5089	49,5124	50,2179	31,5993	23,0196
4218	69,9605	69,5089	49,5124	50,2179	31,5993	23,0196
4218,5	69,9605	69,4846	49,5189	50,1952	31,585	23,0333
4219	69,9872	69,4846	49,5189	50,1952	31,585	23,0333
4219,5	69,9872	69,5182	49,5468	50,2061	31,6011	23,0333
4220	69,9872	69,5182	49,5468	50,2061	31,6011	23,0413
4220,5	69,9788	69,5139	49,5389	50,2124	31,6011	23,0413
4221	69,9788	69,5139	49,5389	50,2124	31,6105	23,0459
4221,5	69,9739	69,4875	49,5343	50,2124	31,6105	23,0459
4222	69,9739	69,4875	49,5343	50,2402	31,6159	23,0732
4222,5	69,9471	69,496	49,5343	50,2402	31,6159	23,0732
4223	69,9471	69,496	49,5558	50,2043	31,6159	23,0732
4223,5	69,9471	69,496	49,5558	50,2043	31,6195	23,0635
4224	69,9296	69,4747	49,5158	50,2043	31,6195	23,0635
4224,5	69,9296	69,4747	49,5158	50,2114	31,6212	23,0835
4225	69,9452	69,4646	49,5158	50,2114	31,6212	23,0835
4225,5	69,9452	69,4646	49,4967	50,2396	31,6222	23,0835
4226	69,9452	69,4646	49,4967	50,2396	31,6222	23,0705
4226,5	69,9304	69,4587	49,5098	50,2319	31,6222	23,0705
4227	69,9304	69,4587	49,5098	50,2319	31,6228	23,063
4227,5	69,9457	69,4314	49,5174	50,2319	31,6228	23,063
4228	69,9457	69,4314	49,5174	50,2517	31,5985	23,0585
4228,5	69,9547	69,4314	49,5174	50,2517	31,5985	23,0585
4229	69,9547	69,4394	49,5461	50,239	31,609	23,0585
4229,5	69,9599	69,4394	49,5461	50,239	31,609	23,0806
4230	69,9599	69,444	49,5385	50,2557	31,6151	23,0806
4230,5	69,9599	69,444	49,5385	50,2557	31,6151	23,0443
4231	69,9868	69,4467	49,5582	50,2557	31,6151	23,0443
4231,5	69,9868	69,4467	49,5582	50,2413	31,6186	23,0477
4232	69,9786	69,4483	49,5582	50,2413	31,6186	23,0477
4232,5	69,9786	69,4483	49,5456	50,2329	31,6207	23,0477
4233	69,9786	69,4483	49,5456	50,2329	31,6207	23,0497
4233,5	69,9738	69,4492	49,5623	50,228	31,6207	23,0497
4234	69,9738	69,4492	49,5623	50,228	31,6219	23,046
4234,5	69,9658	69,4492	49,5623	50,228	31,6219	23,046
4235	69,9658	69,445	49,5684	50,22	31,6178	23,046
4235,5	69,9658	69,445	49,5684	50,22	31,6178	23,0197
4236	69,9621	69,443	49,5472	50,22	31,6178	23,0197
4236,5	69,9621	69,443	49,5472	50,2403	31,6158	23,029
4237	69,9599	69,4658	49,5472	50,2403	31,6158	23,029
4237,5	69,9599	69,4658	49,5349	50,228	31,6147	23,029
4238	69,9599	69,4658	49,5349	50,228	31,6147	23,0344
4238,5	69,9825	69,4551	49,5277	50,2208	31,6147	23,0344
4239	69,9825	69,4551	49,5277	50,2208	31,614	23,0375
4239,5	69,9957	69,4489	49,5277	50,2208	31,614	23,0375
4240	69,9957	69,4489	49,5235	50,2167	31,5892	23,0393
4240,5	69,9555	69,4489	49,5235	50,2167	31,5892	23,0393
4241	69,9555	69,4453	49,5453	50,2142	31,5992	23,0393
4241,5	69,9555	69,4453	49,5453	50,2142	31,5992	23,0404
4242	69,932	69,4432	49,5578	50,2142	31,5992	23,0404
4242,5	69,932	69,4432	49,5578	50,2128	31,605	23,041
4243	69,9663	69,4419	49,5578	50,2128	31,605	23,041
4243,5	69,9663	69,4419	49,5652	50,212	31,584	23,041
4244	69,9663	69,4419	49,5652	50,212	31,584	23,0414
4244,5	69,9623	69,4173	49,5453	50,2115	31,584	23,0414
4245	69,9623	69,4173	49,5453	50,2115	31,5961	23,0416
4245,5	69,96	69,4173	49,5453	50,2115	31,5961	23,0416
4246	69,96	69,4817	49,5324	50,2382	31,5961	23,0416
4246,5	69,96	69,4817	49,5324	50,2382	31,5767	23,0417
4247	69,9317	69,4644	49,5324	50,2382	31,5767	23,0417
4247,5	69,9317	69,4644	49,5503	50,2268	31,5675	23,0418
4248	69,9182	69,4543	49,5503	50,2268	31,5675	23,0418
4248,5	69,9182	69,4543	49,5608	50,2201	31,5865	23,0418
4249	69,9182	69,4543	49,5608	50,2201	31,5865	23,0418
4249,5	69,9343	69,4963	49,591	50,2201	31,5865	23,0418
4250	69,9343	69,4963	49,591	50,2404	31,5732	23,0419
4250,5	69,9676	69,4969	49,5845	50,2404	31,5732	23,0419
4251	69,9676	69,4969	49,5845	50,2522	31,5654	23,0419
4251,5	69,9871	69,4969	49,5845	50,2522	31,5654	23,0419
4252	69,9871	69,4972	49,6048	50,2349	31,5853	23,0419
4252,5	69,9871	69,4972	49,6048	50,2349	31,5853	23,0665
4253	69,9984	69,4974	49,5925	50,249	31,5853	23,0665
4253,5	69,9984	69,4974	49,5925	50,249	31,5969	23,0314
4254	70,005	69,4975	49,561	50,249	31,5969	23,0314
4254,5	70,005	69,4975	49,561	50,2572	31,6283	23,0358
4255	70,0088	69,4736	49,561	50,2572	31,6283	23,0358
4255,5	70,0088	69,4736	49,5911	50,2379	31,5975	23,0358
4256	70,0088	69,4736	49,5911	50,2379	31,5975	23,0137
4256,5	69,9871	69,4597	49,5911	50,2379	31,5975	23,0137
4257	69,9871	69,4597	49,579	50,2474	31,5999	23,0137
4257,5	69,995	69,4597	49,579	50,2474	31,5999	22,9944
4258	69,995	69,4726	49,5732	50,2279	31,601	22,9944
4258,5	69,995	69,4726	49,5732	50,2279	31,601	23,0098
4259	69,9987	69,4788	49,5698	50,2279	31,601	23,0098
4259,5	69,9987	69,4788	49,5698	50,2406	31,6017	23,0188
4260	70,0009	69,4824	49,5698	50,2406	31,6017	23,0188
4260,5	70,0009	69,4824	49,5437	50,248	31,6021	23,0188
4261	70,0009	69,4824	49,5437	50,248	31,6021	22,9995
4261,5	70,0022	69,4844	49,5526	50,2523	31,6021	22,9995
4262	70,0022	69,4844	49,5526	50,2523	31,5779	23,0128
4262,5	70,0029	69,4857	49,5526	50,2523	31,5779	23,0128
4263	70,0029	69,4857	49,5578	50,2548	31,5882	23,0205
4263,5	70,0033	69,4857	49,5578	50,2548	31,5882	23,0205
4264	70,0033	69,4864	49,5608	50,2563	31,5942	23,0205
4264,5	70,0033	69,4864	49,5608	50,2563	31,5942	23,025
4265	70,0275	69,4868	49,5626	50,2571	31,5942	23,025
4265,5	70,0275	69,4868	49,5626	50,2571	31,5977	23,0277
4266	70,0416	69,511	49,5636	50,2571	31,5977	23,0277
4266,5	70,0416	69,511	49,5636	50,2576	31,6244	23,054
4267	70,0258	69,5011	49,5636	50,2576	31,6244	23,054
4267,5	70,0258	69,5011	49,5642	50,2579	31,6244	23,054
4268	70,0258	69,5011	49,5642	50,2579	31,6142	23,0434
4268,5	70,0156	69,4678	49,5642	50,2579	31,6142	23,0434
4269	70,0156	69,4678	49,5376	50,2581	31,585	23,0384
4269,5	70,0107	69,4678	49,5376	50,2581	31,585	23,0384
4270	70,0107	69,476	49,5491	50,2341	31,5923	23,0384
4270,5	70,0107	69,476	49,5491	50,2341	31,5923	23,0354
4271	70,0318	69,4807	49,5557	50,2442	31,5923	23,0354
4271,5	70,0318	69,4807	49,5557	50,2442	31,5966	23,0337
4272	70,0441	69,4835	49,5837	50,2442	31,5966	23,0337
4272,5	70,0441	69,4835	49,5837	50,226	31,5991	23,0082
4273	70,0513	69,4851	49,5837	50,226	31,5991	23,0082
4273,5	70,0513	69,4851	49,576	50,2395	31,625	23,0178
4274	70,0513	69,4851	49,576	50,2395	31,625	23,0178
4274,5	70,0315	69,4861	49,5714	50,2473	31,625	23,0178
4275	70,0315	69,4861	49,5714	50,2473	31,6401	23,0235
4275,5	70,0679	69,4866	49,5714	50,2473	31,6401	23,0235
4276	70,0679	69,4866	49,5447	50,2519	31,6733	23,0268
4276,5	70,0679	69,4866	49,5447	50,2519	31,6733	23,0268
4277	70,0891	69,5109	49,5773	50,2787	31,6733	23,0268
4277,5	70,0891	69,5109	49,5773	50,2787	31,6438	23,0041
4278	70,1015	69,5011	49,5722	50,2787	31,6438	23,0041
4278,5	70,1015	69,5011	49,5722	50,2943	31,6266	23,0155
4279	70,1015	69,5011	49,5722	50,2943	31,6266	23,0155
4279,5	70,0874	69,4995	49,6009	50,2943	31,6266	23,0155
4280	70,0874	69,4995	49,6009	50,2551	31,6478	22,9725
4280,5	70,1048	69,5226	49,6009	50,2551	31,6478	22,9725
4281	70,1048	69,5226	49,5902	50,2607	31,6577	22,9769
4281,5	70,0909	69,5226	49,5902	50,2607	31,6577	22,9769
4282	70,0909	69,5361	49,6081	50,264	31,6391	22,9769
4282,5	70,0909	69,5361	49,6081	50,264	31,6391	23,004
4283	70,1068	69,544	49,5945	50,29	31,6391	23,004
4283,5	70,1068	69,544	49,5945	50,29	31,6282	22,9952
4284	70,1161	69,5486	49,6106	50,29	31,6282	22,9952
4284,5	70,1161	69,5486	49,6106	50,2811	31,6219	22,9901
4285	70,0975	69,5752	49,6106	50,2811	31,6219	22,9901
4285,5	70,0975	69,5752	49,5959	50,2759	31,6426	23,0117
4286	70,1106	69,5752	49,5959	50,2759	31,6426	23,0117
4286,5	70,1106	69,5668	49,6115	50,297	31,6547	23,0243
4287	70,1183	69,5668	49,6115	50,297	31,6547	23,0243
4287,5	70,1183	69,5858	49,5964	50,2851	31,6547	23,0243
4288	70,1183	69,5858	49,5964	50,2851	31,6373	23,007
4288,5	70,1227	69,5969	49,5876	50,2851	31,6373	23,007
4289	70,1227	69,5969	49,5876	50,2782	31,6516	22,997
4289,5	70,1253	69,5794	49,5876	50,2782	31,6516	22,997
4290	70,1253	69,5794	49,6041	50,2419	31,6516	22,997
4290,5	70,1253	69,5794	49,6041	50,2419	31,6561	22,9855
4291	70,1222	69,5794	49,6041	50,2419	31,6561	22,9855
4291,5	70,1222	69,5632	49,5878	50,2729	31,6828	22,9855
4292	70,1222	69,5632	49,5878	50,2729	31,6828	23,0048
4292,5	70,0966	69,5796	49,6025	50,2729	31,6828	23,0048
4293	70,0966	69,5796	49,6025	50,2667	31,6737	22,9913
4293,5	70,0819	69,5651	49,6025	50,2667	31,6737	22,9913
4294	70,0819	69,5651	49,611	50,2873	31,6441	22,9913
4294,5	70,0819	69,5651	49,611	50,2873	31,6441	23,008
4295	70,0973	69,5805	49,6401	50,2752	31,6512	23,008
4295,5	70,0973	69,5805	49,6401	50,2752	31,6512	22,9932
4296	70,0823	69,5656	49,6088	50,2752	31,6512	22,9932
4296,5	70,0823	69,5656	49,6088	50,2682	31,6553	23,0091
4297	70,0975	69,5656	49,6088	50,2682	31,6553	23,0091
4297,5	70,0975	69,5809	49,6146	50,2881	31,6578	23,0091
4298	70,0975	69,5809	49,6146	50,2881	31,6578	23,0184
4298,5	70,0824	69,5898	49,594	50,2881	31,6578	23,0184
4299	70,0824	69,5898	49,594	50,2757	31,6592	23,0238
4299,5	70,0497	69,571	49,594	50,2757	31,6592	23,0238
4300	70,0497	69,571	49,5819	50,2925	31,66	23,0238
4300,5	70,0497	69,571	49,5819	50,2925	31,66	23,0024
